73,Academy of Chinese Culture and Health Sciences,NULL,NULL,NULL,PrivacySuppressed,NULL
74,Berkeley School of Theology,NULL,NULL,NULL,PrivacySuppressed,NULL
75,American Film Institute Conservatory,NULL,NULL,NULL,PrivacySuppressed,NULL
76,American Conservatory Theater,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
77,Art Center College of Design,0.7609,NULL,0.7143,0.122516556291,62300
78,Azusa Pacific University,0.936,NULL,0.6622,0.118202247191,55900
79,Bethesda University,NULL,NULL,0.24,0.333333333333,PrivacySuppressed
80,Biola University,0.6438,1196,0.714,0.103155339806,50700
81,Bryan University,NULL,NULL,0.2516,0.442857142857,36100
82,California Institute of Integral Studies,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
83,California Baptist University,0.8018,1064,0.6195,0.132619823174,47500
84,California College of the Arts,0.8545,NULL,0.6703,0.165803108808,48000
85,University of California-Hastings College of Law,NULL,NULL,NULL,PrivacySuppressed,137100
86,California Institute of Technology,0.0669,1566,0.9156,PrivacySuppressed,106300
87,California Lutheran University,0.7439,1159,0.7086,0.062730627306,60200
88,California Polytechnic State University-San Luis Obispo,0.3843,1325,0.8309,0.053631756757,74300
89,Alliant International University-San Diego,0.381,NULL,0.2,PrivacySuppressed,65200
90,California State University-Bakersfield,0.7838,NULL,0.4629,0.22395630121,50100
91,California State University-Stanislaus,0.8932,NULL,0.5726,0.118245888802,48500
92,California State University-San Bernardino,0.7812,988,0.5874,0.151657706093,48800
93,California State Polytechnic University-Pomona,0.6481,1134,0.674,0.106553102729,58000
94,California State University-Chico,0.9017,1073,0.6515,0.106178122493,55400
95,California State University-Dominguez Hills,0.812,NULL,0.4751,0.115731317243,48500
96,California State University-Fresno,0.9011,996,0.5754,0.153701262008,48500
97,California State University-Fullerton,0.6762,1085,0.6868,0.08140870231,51800
98,California State University-East Bay,0.7328,NULL,0.4675,0.165330384296,58200
99,California State University-Long Beach,0.4212,1133,0.7333,0.069882585939,53000
100,California State University-Los Angeles,0.7648,964,0.524,0.141646489104,49900
101,California State University-Northridge,0.6581,1006,0.5462,0.141825613079,49700
102,California State University-Sacramento,0.8309,1033,0.5358,0.121126361964,54200
103,University of California-Berkeley,0.1748,1437,0.9234,0.064604639561,79000
104,University of California-Davis,0.4635,1299,0.8625,0.058324304803,68100
105,University of California-Irvine,0.2992,1339,0.8498,0.061675645551,65800
106,University of California-Los Angeles,0.1433,NULL,0.9129,0.062467053242,73200
107,University of California-Riverside,0.6578,1200,0.7729,0.093445933541,55300
108,University of California-San Diego,0.3661,1387,0.8712,0.05027460921,69600
109,University of California-San Francisco,NULL,NULL,NULL,PrivacySuppressed,156800
110,University of California-Santa Barbara,0.367,1369,0.8398,0.113444302177,62400
111,University of California-Santa Cruz,0.6473,1284,0.7555,0.089717448296,53800
112,Sofia University,NULL,NULL,NULL,PrivacySuppressed,NULL
113,California Christian College,1,NULL,NULL,PrivacySuppressed,PrivacySuppressed
114,California Institute of the Arts,0.2742,NULL,0.6649,0.083832335329,50600
115,California State University Maritime Academy,0.8249,NULL,0.6068,0.096234309623,87800
116,California Western School of Law,NULL,NULL,NULL,PrivacySuppressed,96600
117,Chapman University,0.5826,1275,0.8001,0.048473967684,56600
118,Charles R Drew University of Medicine and Science,0.25,NULL,0,PrivacySuppressed,82700
119,Concordia University-Irvine,0.7818,1128,0.5909,0.089766606822,50800
120,San Diego Christian College,0.4967,1016,0.55,0.268421052632,42500
121,Church Divinity School of the Pacific,NULL,NULL,NULL,PrivacySuppressed,NULL
122,Claremont Graduate University,NULL,NULL,NULL,PrivacySuppressed,71400
123,Claremont McKenna College,0.1334,1436,0.9228,PrivacySuppressed,93200
124,University of Silicon Valley,0.4194,NULL,0.4571,0.222891566265,60400
125,Western University of Health Sciences,NULL,NULL,NULL,PrivacySuppressed,108100
126,Columbia College Hollywood,NULL,NULL,0.5824,0.432786885246,39500
127,Dell'Arte International School of Physical Theatre,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
128,Design Institute of San Diego,1,NULL,0.3333,PrivacySuppressed,42300
129,Dominican University of California,0.8574,1162,0.7433,0.047781569966,63600
130,Dominican School of Philosophy & Theology,NULL,NULL,NULL,NULL,NULL
131,Emperor's College of Traditional Oriental Medicine,NULL,NULL,NULL,PrivacySuppressed,NULL
132,Empire College,NULL,NULL,0.5906,0.244897959184,33700
133,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,0.3864,NULL,0.725,0.179045092838,42400
134,FIDM-Fashion Institute of Design & Merchandising-San Francisco,0.322,NULL,0.6852,0.179045092838,42400
135,Fielding Graduate University,NULL,NULL,NULL,PrivacySuppressed,NULL
136,Five Branches University,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
137,Franciscan School of Theology,NULL,NULL,NULL,NULL,NULL
138,Fresno Pacific University,0.6694,1019,0.6736,0.155705996132,45600
139,Fuller Theological Seminary,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
140,Golden Gate University,NULL,NULL,NULL,0.186440677966,82300
141,Graduate Theological Union,NULL,NULL,NULL,NULL,NULL
142,Harvey Mudd College,0.1796,1534,0.9271,PrivacySuppressed,104200
143,Holy Names University,0.8912,NULL,0.3864,0.111801242236,57600
144,Pacifica Graduate Institute,NULL,NULL,NULL,PrivacySuppressed,NULL
145,California State Polytechnic University-Humboldt,0.8514,1081,0.4949,0.138861629048,40100
146,Humphreys University-Stockton and Modesto Campuses,NULL,NULL,0.5667,0.289719626168,33200
147,Interior Designers Institute,NULL,NULL,0.5,PrivacySuppressed,46300
148,American Jewish University,NULL,NULL,0.3333,PrivacySuppressed,PrivacySuppressed
149,Life Pacific University,0.931,1015,0.4896,0.292993630573,34400
150,University of La Verne,0.7625,1054,0.6607,0.14739688979,52700
151,Laguna College of Art and Design,0.8292,NULL,0.6716,0.16393442623,41400
152,Life Chiropractic College West,NULL,NULL,NULL,PrivacySuppressed,NULL
153,Lincoln University,NULL,NULL,0.8,PrivacySuppressed,PrivacySuppressed
154,Southern California Seminary,NULL,NULL,0,PrivacySuppressed,PrivacySuppressed
155,La Sierra University,0.5697,1048,0.5246,0.181034482759,54600
156,Loma Linda University,NULL,NULL,NULL,0.043701799486,93600
157,Southern California University of Health Sciences,NULL,NULL,NULL,0.233333333333,PrivacySuppressed
158,The Master's University and Seminary,0.5988,NULL,0.6392,0.14440433213,52100
159,Loyola Marymount University,0.5014,1320,0.8262,0.053191489362,71600
160,Marymount California University,NULL,NULL,0.3173,0.173913043478,42000
161,Menlo College,0.6451,NULL,0.5355,0.116022099448,59700
162,Mills College,0.9114,1180,0.6524,0.167938931298,49500
163,Middlebury Institute of International Studies at Monterey,NULL,NULL,NULL,0.079136690647,71900
164,Mount Saint Mary's University,0.8933,1014,0.5896,0.100613496933,63500
165,Musicians Institute,0.6844,NULL,0.5,0.626373626374,36900
166,National University,0.8936,NULL,0.4667,0.119278169014,59000
167,Naval Postgraduate School,NULL,NULL,NULL,NULL,NULL
168,Newschool of Architecture and Design,0.9625,NULL,0.4,0.178571428571,55100
169,Notre Dame de Namur University,NULL,NULL,0.4857,0.167286245353,63900
170,Occidental College,0.409,1378,0.8364,0.043189368771,59400
171,Otis College of Art and Design,0.8032,NULL,0.7311,0.135416666667,52400
172,Hope International University,0.3829,1029,0.4881,0.196226415094,40700
173,Palo Alto University,NULL,NULL,NULL,0.5,PrivacySuppressed
174,Pacific Oaks College,0.2667,NULL,NULL,0.140151515152,43100
175,Pacific School of Religion,NULL,NULL,NULL,PrivacySuppressed,NULL
176,Pacific States University,NULL,NULL,0,PrivacySuppressed,PrivacySuppressed
177,Pacific Union College,0.5917,1030,0.5124,0.2,61700
178,University of the Pacific,0.7075,1221,0.701,0.090062111801,84200
179,Pepperdine University,0.4185,1314,0.8855,0.064236111111,77600
180,Pitzer College,0.1657,NULL,0.8321,PrivacySuppressed,51500
181,Platt College-San Diego,NULL,NULL,0.625,PrivacySuppressed,44800
182,Point Loma Nazarene University,0.8355,1210,0.7206,0.073008849558,54400
183,Pomona College,0.0862,NULL,0.9399,PrivacySuppressed,77300
184,Pardee RAND Graduate School,NULL,NULL,NULL,NULL,NULL
185,University of Redlands,0.6865,1135,0.7122,0.111111111111,57700
186,Dongguk University Los Angeles,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
187,Samuel Merritt University,NULL,NULL,NULL,PrivacySuppressed,111200
188,San Diego State University,0.367,1207,0.7596,0.079359430605,55900
189,University of San Diego,0.587,NULL,0.8048,0.039692701665,71100
190,San Francisco Art Institute,0.9467,NULL,0.3924,PrivacySuppressed,38600
191,San Francisco Conservatory of Music,0.4562,NULL,0.6923,PrivacySuppressed,30800
192,San Francisco State University,0.8409,1030,0.5521,0.123489694385,54700
193,University of San Francisco,0.703,1248,0.715,0.054421768707,74000
194,San Joaquin College of Law,NULL,NULL,NULL,PrivacySuppressed,NULL
195,William Jessup University,0.6521,NULL,0.5258,0.173803526448,45100
196,San Jose State University,0.6737,1127,0.6558,0.287991498406,63800
197,Santa Barbara Business College-Bakersfield,NULL,NULL,0.6,0.20197044335,27900
198,Santa Barbara Business College-Santa Maria,NULL,NULL,0.7083,PrivacySuppressed,29100
199,Santa Clara University,0.5072,1367,0.9195,0.036900369004,85300
200,Saybrook University,NULL,NULL,NULL,PrivacySuppressed,NULL
201,Scripps College,0.3513,1406,0.8785,PrivacySuppressed,61800
202,Shasta Bible College and Graduate School,1,NULL,0.75,PrivacySuppressed,PrivacySuppressed
203,Trinity Law School,NULL,NULL,NULL,0.271604938272,45400
204,Simpson University,0.5972,1099,0.425,0.11301369863,39900
205,Saint Mary's College of California,0.7731,1174,0.7334,0.066790352505,63600
206,Sonoma State University,0.8912,1050,0.6009,0.076074972437,53200
207,South Baylo University,NULL,NULL,NULL,PrivacySuppressed,40800
208,Vanguard University of Southern California,0.4999,1050,0.6262,0.180385288967,48800
209,St John's Seminary,NULL,NULL,NULL,NULL,NULL
210,Starr King School for the Ministry,NULL,NULL,NULL,PrivacySuppressed,NULL
211,Marshall B Ketchum University,NULL,NULL,NULL,PrivacySuppressed,86400
212,Southern California Institute of Architecture,0.673,1180,0.7647,PrivacySuppressed,44200
213,University of Southern California,0.1611,1441,0.9167,0.048791405551,88800
214,Southwestern Law School,NULL,NULL,NULL,PrivacySuppressed,103500
215,Claremont School of Theology,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
216,Thomas Aquinas College,0.8553,1297,0.8427,PrivacySuppressed,45900
217,Epic Bible College & Graduate School,NULL,NULL,0.2,0.470588235294,32600
218,The Santa Barbara and Ventura Colleges of Law at Ventura,NULL,NULL,NULL,PrivacySuppressed,NULL
219,Walden University,NULL,NULL,NULL,0.290066645509,62500
220,Westminster Theological Seminary in California,NULL,NULL,NULL,NULL,NULL
221,Westmont College,0.7016,1259,0.72,0.063432835821,58000
222,Whittier College,0.7233,NULL,0.634,0.10152284264,50900
223,Woodbury University,0.704,NULL,0.6028,0.107476635514,52100
224,The Wright Institute,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
225,Thomas Jefferson School of Law,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
226,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,0.7286,NULL,0.1481,PrivacySuppressed,PrivacySuppressed
227,Adams State University,0.9988,1004,0.3214,0.289383561644,38100
228,University of Colorado Denver/Anschutz Medical Campus,0.663,1123,0.4444,0.192766726944,71200
229,University of Colorado Colorado Springs,0.8961,NULL,0.4497,0.212053571429,49300
230,University of Colorado Boulder,0.842,1268,0.7247,0.135516657256,59700
231,Colorado Christian University,NULL,NULL,0.6079,0.361940298507,44600
232,Colorado College,0.136,NULL,0.8798,PrivacySuppressed,49900
233,Colorado Mountain College,NULL,NULL,0.2512,0.490312965723,37100
234,Colorado School of Mines,0.5497,1372,0.8417,0.075,95600
235,Colorado State University-Fort Collins,0.8352,1199,0.7021,0.129716454566,53400
236,Colorado Technical University-Colorado Springs,NULL,NULL,0.2308,0.505805193654,51300
237,Denver Seminary,NULL,NULL,NULL,PrivacySuppressed,NULL
238,University of Denver,0.6067,1296,0.7546,0.10878112713,65400
239,Fort Lewis College,0.9151,1037,0.4221,0.264501160093,39400
240,Iliff School of Theology,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
241,Colorado Mesa University,0.7544,NULL,0.37,0.361227336123,42300
242,Metropolitan State University of Denver,0.8333,973,0.3203,0.296019900498,44200
243,Naropa University,1,NULL,0.3115,0.198473282443,27800
244,Nazarene Bible College,NULL,NULL,0.5556,0.360465116279,34400
245,University of Northern Colorado,0.877,1099,0.5175,0.158563293912,47100
246,Regis University,0.782,1143,0.6708,0.208017334778,62700
247,Rocky Mountain College of Art and Design,NULL,NULL,0.3889,0.375816993464,36700
248,Colorado State University Pueblo,0.9431,1022,0.3694,0.218668971478,41600
249,United States Air Force Academy,0.1343,1371,0.8732,NULL,NULL
250,Western Colorado University,0.885,1110,0.5045,0.235668789809,43400
251,Albertus Magnus College,0.8126,NULL,0.4904,0.227390180879,56000
252,Bais Binyomin Academy,0.7083,NULL,1,PrivacySuppressed,PrivacySuppressed
253,University of Bridgeport,0.7095,1026,0.3959,0.155279503106,47100
254,Central Connecticut State University,0.6485,1062,0.5207,0.152173913043,51600
255,Charter Oak State College,NULL,NULL,NULL,0.195652173913,43700
256,Connecticut College,0.3772,1400,0.8193,PrivacySuppressed,62900
257,University of Connecticut,0.5609,1294,0.8303,0.081564512282,66000
258,Goodwin University,NULL,NULL,0.4693,0.338959212377,43000
259,Eastern Connecticut State University,0.697,NULL,0.5592,0.131345688961,49000
260,Fairfield University,0.5613,1281,0.8237,0.024045261669,80100
261,Rensselaer at Hartford,NULL,NULL,NULL,0.056652360515,86000
262,Hartford Seminary,NULL,NULL,NULL,PrivacySuppressed,NULL
263,University of Hartford,0.7741,1129,0.5461,0.120132560066,51700
264,Holy Apostles College and Seminary,NULL,NULL,1,PrivacySuppressed,NULL
265,Mitchell College,0.7422,NULL,0.5944,0.153333333333,34000
266,University of New Haven,0.911,1147,0.6466,0.135269709544,54600
267,Paier College,0.9449,NULL,0.6154,PrivacySuppressed,33900
268,Post University,NULL,NULL,0.2514,0.475409836066,46500
269,Quinnipiac University,0.8239,NULL,0.762,0.063924050633,67700
270,Sacred Heart University,0.6553,NULL,0.7256,0.067434210526,61800
271,University of Saint Joseph,0.7802,1073,0.5638,0.121739130435,52900
272,Southern Connecticut State University,0.7968,NULL,0.5106,0.138271604938,48100
273,Trinity College,0.3604,NULL,0.8216,0.062992125984,74300
274,United States Coast Guard Academy,0.2009,1332,0.8629,NULL,NULL
275,Wesleyan University,0.209,NULL,0.9093,PrivacySuppressed,63400
276,Western Connecticut State University,0.8072,NULL,0.5116,0.177852348993,50400
277,Yale University,0.0653,1520,0.9639,0.073286052009,124400
278,Delaware State University,0.3934,923,0.4806,0.174228675136,38400
279,University of Delaware,0.6599,1254,0.8249,0.080629301868,64000
280,Goldey-Beacom College,0.5521,NULL,0.5125,0.235897435897,48800
281,Wesley College,0.5859,933,0.3223,0.29156626506,45700
282,Wilmington University,NULL,NULL,0.2128,0.272340425532,46600
283,American University,0.3865,1328,0.7911,0.059454995871,67700
284,The Catholic University of America,0.8223,NULL,0.7422,0.066019417476,60500
285,University of the District of Columbia,NULL,NULL,0.2284,0.334131736527,39400
286,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,NULL,NULL,NULL,NULL,NULL
287,Gallaudet University,0.6262,904,0.4365,0.244224422442,34300
288,George Washington University,0.4304,1385,0.8521,0.044009779951,82400
289,Georgetown University,0.1681,1473,0.9422,0.045392022008,125200
290,Howard University,0.3864,1192,0.6401,0.129770992366,54500
291,Strayer University-District of Columbia,NULL,NULL,0.25,0.43634489866,53500
292,Trinity Washington University,0.9579,NULL,0.4648,0.279620853081,43100
293,Wesley Theological Seminary,NULL,NULL,NULL,PrivacySuppressed,NULL
294,The Baptist College of Florida,0.7556,1055,0.5,0.318681318681,36200
295,Barry University,0.653,NULL,0.3617,0.191737288136,50900
296,Bethune-Cookman University,0.9773,919,0.3306,0.324324324324,32300
297,Lynn University,0.7868,NULL,0.5865,0.16814159292,46500
298,Albizu University-Miami,0.7872,NULL,0.5,0.147186147186,34000
299,College of Central Florida,NULL,NULL,0.3675,0.443221320973,34900
300,Johnson University Florida,0.3731,980,0.4048,0.232283464567,31700
301,University of Central Florida,0.4517,1261,0.74,0.119113573407,51200
302,Chipola College,NULL,NULL,0.4919,0.391203703704,33600
303,Daytona State College,NULL,NULL,0.4281,0.431711145997,32700
304,South University-West Palm Beach,NULL,NULL,0.1154,0.346727898967,40200
305,Eckerd College,0.6858,NULL,0.6451,0.088578088578,46700
306,Florida SouthWestern State College,NULL,NULL,0.3694,0.420401854714,38200
307,Edward Waters University,0.5703,903,0.2792,0.395209580838,28700
308,Embry-Riddle Aeronautical University-Daytona Beach,0.606,1240,0.6151,0.301818181818,70300
309,Florida Agricultural and Mechanical University,0.3298,1101,0.5523,0.141479099678,44700
310,Florida Atlantic University,0.7478,1147,0.5592,0.122541057571,48300
311,Florida State College at Jacksonville,NULL,NULL,0.4042,0.446241258741,35800
312,Flagler College,0.5649,1125,0.5765,0.12925170068,42200
313,Florida College,0.7634,1107,0.5425,0.162162162162,42700
314,AdventHealth University,0.9087,1089,0.3521,0.119480519481,58200
315,Florida Institute of Technology,0.7037,1241,0.6031,0.309523809524,61200
316,Florida International University,0.5788,1190,0.6698,0.119279505707,52000
317,Florida Memorial University,0.3841,NULL,0.3486,0.326576576577,29600
318,Florida Southern College,0.5037,1230,0.6835,0.095744680851,44400
319,Florida State University,0.3245,1308,0.8416,0.057685286601,53900
320,University of Florida,0.3113,1390,0.8864,0.050404001539,65700
321,Full Sail University,NULL,NULL,0.437,0.413741034353,46000
322,Key College,NULL,NULL,0.7778,NULL,26300
323,Hobe Sound Bible College,NULL,NULL,0.5667,0.36,PrivacySuppressed
324,Indian River State College,NULL,NULL,0.4265,0.448103792415,33800
325,AI Miami International University of Art and Design,NULL,NULL,0.2519,0.496103896104,34800
326,Jacksonville University,0.7774,1115,0.514,0.141721854305,57100
327,Keiser University-Ft Lauderdale,0.972,NULL,0.7114,0.321762030165,35100
328,Luther Rice College & Seminary,0.4444,NULL,0.25,0.457142857143,45400
329,State College of Florida-Manatee-Sarasota,NULL,NULL,0.3708,0.514256619145,34900
330,Trinity International University-Florida,NULL,NULL,NULL,0.271604938272,45400
331,Miami Dade College,NULL,NULL,0.3319,0.418413173653,35600
332,University of Miami,0.3309,1354,0.8289,0.065840433772,72900
333,University of North Florida,0.7992,1144,0.6615,0.121253405995,49200
334,Nova Southeastern University,0.7624,1145,0.623,0.113756613757,55600
335,Northwest Florida State College,NULL,NULL,0.3286,0.462378640777,34100
336,Palm Beach Atlantic University,0.9171,1127,0.567,0.134125636672,48000
337,Polk State College,NULL,NULL,0.3223,0.43601059135,35000
338,Saint Vincent de Paul Regional Seminary,NULL,NULL,NULL,NULL,NULL
339,Ringling College of Art and Design,0.6851,NULL,0.7811,0.110726643599,43100
340,Rollins College,0.6081,NULL,0.8074,0.07399103139,53100
341,Saint Leo University,0.73,NULL,0.5049,0.326416847321,50500
342,St Petersburg College,NULL,NULL,0.3267,0.409323583181,36700
343,St. John Vianney College Seminary,0.9231,NULL,1,PrivacySuppressed,NULL
344,University of South Florida,0.4924,1256,0.7366,0.111043095005,48500
345,St. Thomas University,0.5962,1004,0.3457,0.198606271777,60500
346,Stetson University,0.8149,NULL,0.6425,0.084194977843,51800
347,Southeastern University,0.4266,1081,0.4789,0.293272370999,37900
348,Talmudic College of Florida,NULL,NULL,0.6,PrivacySuppressed,PrivacySuppressed
349,Altierus Career College-Tampa,NULL,NULL,NULL,0.30488459474,29500
350,The University of Tampa,0.5551,1174,0.6046,0.082816901408,55100
351,Trinity Baptist College,0.6748,1006,0.3163,0.296875,33300
352,Trinity College of Florida,0.5048,957,0.2258,0.381818181818,33700
353,Warner University,0.5412,NULL,0.4944,0.280346820809,42500
354,Webber International University,0.3778,951,0.3973,0.325102880658,40100
355,Rasmussen University-Florida,NULL,NULL,0.4036,0.311411992263,34300
356,The University of West Florida,0.5756,1168,0.4816,0.194746376812,43400
357,Abraham Baldwin Agricultural College,0.7599,1000,0.2915,0.340179717587,36300
358,Agnes Scott College,0.6752,NULL,0.7244,0.107317073171,46300
359,Albany State University,0.7302,858,0.2605,0.31512605042,34600
360,The Art Institute of Atlanta,NULL,NULL,0.1686,0.524258760108,36000
361,Point University,0.3487,1007,0.3346,0.329896907216,34700
362,Atlanta Metropolitan State College,NULL,NULL,0.2377,0.477028347996,31100
363,Atlanta's John Marshall Law School,NULL,NULL,NULL,PrivacySuppressed,NULL
364,Clark Atlanta University,0.5905,974,0.4235,0.172734970364,38200
365,Berry College,0.7722,NULL,0.7037,0.06100795756,43900
366,Beulah Heights University,NULL,NULL,0.0741,0.281690140845,36900
367,Brenau University,0.9219,1047,0.4071,0.283712784588,45400
368,Brewton-Parker College,0.9814,NULL,0.1545,0.377272727273,35100
369,College of Coastal Georgia,0.9594,1006,0.2326,0.396702230844,32800
370,Clayton  State University,0.6854,NULL,0.3057,0.226219512195,42300
371,Columbia Theological Seminary,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
372,Columbus State University,0.7832,1007,0.3823,0.240885416667,38800
373,Covenant College,0.9755,1209,0.6755,0.082969432314,46700
374,Dalton State College,NULL,NULL,0.2896,0.39203539823,34700
375,South University-Savannah,NULL,NULL,0.1579,0.346727898967,40200
376,Emmanuel College,0.5275,1005,0.3886,0.202380952381,35400
377,Emory University,0.1917,1459,0.9027,0.02626641651,84400
378,Fort Valley State University,0.7232,NULL,0.4332,0.185282522996,34700
379,Georgia Institute of Technology-Main Campus,0.2134,1465,0.9071,0.061757719715,85900
380,Georgia Southwestern State University,0.734,1040,0.3627,0.184594953519,40100
381,Georgia College & State University,0.8594,1194,0.6172,0.11839708561,45200
382,Georgia Southern University,0.9117,1083,0.5366,0.22507068803,46100
383,Georgia State University,0.8239,1147,0.5313,0.241277890467,48200
384,University of Georgia,0.4838,1384,0.8718,0.085200746965,59100
385,Gordon State College,0.7878,986,0.1648,0.371454711802,34700
386,Interdenominational Theological Center,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
387,LaGrange College,0.5967,1077,0.4444,0.183050847458,45700
388,Life University,0.9681,1003,0.2887,0.261363636364,47200
389,Herzing University-Atlanta,0.9247,NULL,0.1786,0.341112071449,41600
390,Mercer University,0.7816,1285,0.7319,0.110153256705,58200
391,Morehouse College,0.7707,NULL,0.564,0.165,49000
392,Morehouse School of Medicine,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
393,Oglethorpe University,0.6693,1203,0.5108,0.148275862069,49400
